Date,Number of patient,Treatment,Drug,Insurance avg Cost,Patient avg Cost
2/29/2016,56,T21,D76,406,470
2/29/2016,185,T32,D42,443,669
2/29/2016,108,T47,D55,553,269
2/29/2016,137,T93,D2,634,491
2/29/2016,199,T43,D70,618,505
2/29/2016,28,T86,D31,481,333
2/29/2016,197,T31,D93,568,692
2/29/2016,124,T45,D22,224,453
2/29/2016,132,T54,D49,580,707
2/29/2016,16,T5,D86,457,381
2/29/2016,114,T53,D50,725,389
2/29/2016,150,T64,D76,458,298
2/29/2016,25,T43,D75,416,701
2/29/2016,142,T33,D49,800,643
2/29/2016,58,T83,D90,348,248
2/29/2016,29,T27,D69,497,294
2/29/2016,92,T83,D32,397,671
2/29/2016,122,T8,D5,611,252
2/29/2016,33,T41,D94,507,581
2/29/2016,56,T13,D61,368,447
2/29/2016,46,T89,D93,371,682
2/29/2016,166,T21,D24,558,533
2/29/2016,123,T15,D81,702,374
2/29/2016,139,T83,D26,415,689
2/29/2016,168,T25,D22,585,278
2/29/2016,71,T23,D97,432,358
2/29/2016,149,T21,D77,523,254
2/29/2016,77,T49,D17,550,638
2/29/2016,67,T32,D44,752,584
2/29/2016,188,T21,D20,730,683
2/29/2016,161,T56,D37,738,705
2/29/2016,178,T23,D18,553,346
2/29/2016,189,T17,D54,346,429
2/29/2016,102,T2,D74,250,406
2/29/2016,15,T74,D92,767,501
2/29/2016,162,T45,D15,445,443
2/29/2016,198,T55,D36,352,709
2/29/2016,102,T50,D17,333,447
2/29/2016,79,T52,D30,308,635
2/29/2016,84,T65,D67,443,401
2/29/2016,66,T9,D20,596,518
2/29/2016,186,T78,D74,748,781
2/29/2016,200,T60,D89,417,317
2/29/2016,98,T47,D12,352,732
2/29/2016,111,T9,D23,308,705
2/29/2016,167,T95,D8,650,690
2/29/2016,9,T26,D16,634,741
2/29/2016,114,T87,D63,671,687
2/29/2016,189,T90,D76,600,473
2/29/2016,84,T33,D81,669,204
2/29/2016,156,T40,D95,561,673
2/29/2016,32,T70,D82,263,655
2/29/2016,111,T77,D98,261,587
2/29/2016,129,T65,D70,640,245
2/29/2016,88,T14,D63,243,430
2/29/2016,9,T24,D8,678,540
2/29/2016,79,T78,D6,252,513
2/29/2016,63,T36,D11,481,712
2/29/2016,10,T72,D94,562,359
2/29/2016,17,T67,D9,254,291
2/29/2016,187,T62,D14,628,522
2/29/2016,30,T38,D81,529,402
2/29/2016,168,T23,D32,373,746
2/29/2016,102,T84,D69,282,352
2/29/2016,197,T60,D48,457,354
2/29/2016,96,T7,D98,766,279
2/29/2016,167,T45,D32,569,577
2/29/2016,140,T70,D70,689,565
2/29/2016,25,T59,D57,689,430
2/29/2016,149,T96,D39,751,482
2/29/2016,17,T72,D64,706,402
2/29/2016,34,T21,D88,532,402
2/29/2016,126,T25,D95,687,369
2/29/2016,125,T70,D81,738,725
2/29/2016,100,T76,D31,556,322
2/29/2016,42,T72,D4,343,533
2/29/2016,71,T18,D8,325,588
2/29/2016,8,T7,D28,368,370
2/29/2016,196,T41,D21,685,771
2/29/2016,34,T52,D50,753,558
2/29/2016,50,T11,D91,758,444
2/29/2016,79,T93,D61,795,689
2/29/2016,117,T63,D78,795,527
2/29/2016,12,T67,D4,674,324
2/29/2016,52,T81,D56,628,308
2/29/2016,67,T41,D76,522,236
2/29/2016,1,T37,D63,654,690
2/29/2016,2,T2,D36,340,407
2/29/2016,109,T79,D60,800,553
2/29/2016,44,T70,D24,502,355
2/29/2016,38,T47,D76,777,539
2/29/2016,16,T91,D84,652,749
2/29/2016,13,T92,D87,206,448
2/29/2016,156,T17,D44,643,596
2/29/2016,16,T46,D89,760,235
2/29/2016,156,T23,D59,483,298
2/29/2016,149,T29,D70,697,657
2/29/2016,200,T24,D41,385,449
2/28/2016,157,T37,D87,228,620
2/28/2016,1,T96,D44,406,731
2/28/2016,11,T78,D65,482,523
2/28/2016,35,T61,D8,253,501
2/28/2016,138,T55,D7,485,691
2/28/2016,100,T19,D58,216,452
2/28/2016,170,T41,D49,416,372
2/28/2016,112,T37,D39,378,494
2/28/2016,106,T25,D5,205,684
2/28/2016,35,T14,D35,320,309
2/28/2016,90,T88,D54,754,718
2/28/2016,1,T100,D25,354,378
2/28/2016,137,T66,D7,402,310
2/28/2016,104,T78,D59,628,569
2/28/2016,21,T30,D46,339,405
2/28/2016,62,T5,D34,220,340
2/28/2016,89,T85,D24,406,457
2/28/2016,25,T30,D34,294,787
2/28/2016,140,T37,D34,362,328
2/28/2016,129,T35,D63,675,213
2/28/2016,153,T4,D80,296,300
2/28/2016,122,T66,D8,473,626
2/28/2016,195,T76,D7,218,308
2/28/2016,149,T76,D13,772,418
2/28/2016,62,T71,D5,782,777
2/28/2016,113,T59,D11,609,315
2/28/2016,90,T20,D57,786,329
2/28/2016,97,T6,D41,530,456
2/28/2016,26,T86,D36,493,200
2/28/2016,77,T86,D29,251,662
2/28/2016,65,T49,D37,402,285
2/28/2016,11,T21,D32,476,226
2/28/2016,114,T31,D12,476,641
2/28/2016,142,T55,D81,578,538
2/28/2016,181,T16,D97,754,722
2/28/2016,186,T66,D59,251,636
2/28/2016,184,T72,D97,260,659
2/28/2016,38,T5,D86,725,493
2/28/2016,152,T76,D98,652,463
2/28/2016,10,T27,D69,395,491
2/28/2016,9,T78,D18,302,248
2/28/2016,157,T70,D100,773,662
2/28/2016,43,T33,D58,562,697
2/28/2016,22,T97,D45,715,760
2/28/2016,13,T95,D25,538,571
2/28/2016,43,T2,D91,354,451
2/28/2016,151,T83,D40,532,509
2/28/2016,10,T64,D81,277,652
2/28/2016,197,T34,D99,703,204
2/28/2016,123,T25,D73,727,242
2/28/2016,48,T34,D81,211,442
2/28/2016,67,T17,D33,245,399
2/28/2016,153,T94,D49,738,420
2/28/2016,98,T89,D11,467,742
2/28/2016,139,T75,D44,305,645
2/28/2016,104,T49,D51,729,707
2/28/2016,99,T95,D79,401,440
2/28/2016,129,T26,D95,514,352
2/28/2016,13,T56,D67,330,544
2/28/2016,131,T36,D50,349,263
2/28/2016,121,T63,D80,455,244
2/28/2016,49,T97,D44,244,242
2/28/2016,23,T90,D2,265,508
2/28/2016,95,T8,D82,301,238
2/28/2016,36,T76,D92,689,370
2/28/2016,55,T16,D17,302,480
2/28/2016,131,T46,D84,544,370
2/28/2016,108,T97,D95,619,693
2/28/2016,100,T70,D51,737,646
2/28/2016,182,T58,D90,420,790
2/28/2016,166,T29,D52,206,470
2/28/2016,200,T41,D59,796,605
2/28/2016,2,T98,D88,660,255
2/28/2016,28,T72,D96,787,739
2/28/2016,158,T48,D22,443,446
2/28/2016,166,T92,D33,389,497
2/28/2016,62,T89,D60,763,243
2/28/2016,170,T81,D19,519,247
2/28/2016,176,T34,D37,277,655
2/28/2016,31,T39,D3,250,768
2/28/2016,115,T15,D67,625,644
2/28/2016,187,T45,D81,436,765
2/28/2016,28,T96,D12,547,422
2/28/2016,108,T71,D45,786,728
2/28/2016,158,T53,D7,693,575
2/28/2016,181,T28,D11,592,581
2/28/2016,11,T88,D60,334,652
2/28/2016,143,T95,D67,290,730
2/28/2016,64,T84,D59,665,611
2/28/2016,142,T10,D62,566,525
2/28/2016,119,T100,D69,469,582
2/28/2016,7,T53,D78,629,703
2/28/2016,7,T90,D29,285,571
2/28/2016,200,T79,D79,325,588
2/28/2016,61,T79,D52,570,326
2/28/2016,124,T56,D39,531,475
2/28/2016,149,T88,D64,671,662
2/28/2016,188,T43,D64,673,750
2/28/2016,53,T73,D88,698,431
2/28/2016,31,T58,D77,344,564
2/28/2016,151,T68,D1,517,361
2/28/2016,18,T98,D15,406,542
2/28/2016,168,T4,D29,566,232
2/28/2016,114,T65,D27,551,534
2/28/2016,139,T95,D25,800,338
2/28/2016,95,T63,D42,453,778
2/28/2016,40,T81,D13,331,674
2/28/2016,21,T39,D83,625,385
2/28/2016,16,T2,D89,555,449
2/28/2016,42,T66,D67,518,761
2/28/2016,50,T12,D7,651,626
2/28/2016,42,T73,D56,297,796
2/28/2016,115,T90,D93,372,579
2/28/2016,126,T11,D52,713,390
2/28/2016,114,T74,D88,380,731
2/28/2016,153,T17,D99,318,544
2/28/2016,95,T29,D95,306,743
2/28/2016,12,T5,D58,640,218
2/27/2016,145,T20,D90,631,532
2/27/2016,137,T11,D92,400,677
2/27/2016,104,T79,D63,343,651
2/27/2016,101,T31,D92,492,741
2/27/2016,21,T29,D94,574,507
2/27/2016,103,T100,D39,290,407
2/27/2016,63,T80,D89,786,556
2/27/2016,65,T5,D74,250,628
2/27/2016,119,T69,D61,755,409
2/27/2016,57,T79,D76,758,520
2/27/2016,36,T95,D74,645,717
2/27/2016,200,T100,D100,613,290
2/27/2016,124,T55,D69,662,651
2/27/2016,161,T39,D85,548,302
2/27/2016,35,T83,D93,234,657
2/27/2016,90,T75,D26,504,360
2/27/2016,121,T13,D50,527,482
2/27/2016,98,T31,D9,657,563
2/27/2016,65,T17,D24,636,425
2/27/2016,73,T76,D83,324,521
2/27/2016,100,T40,D32,531,339
2/27/2016,99,T89,D55,230,742
2/27/2016,55,T28,D11,691,202
2/27/2016,194,T22,D3,362,550
2/27/2016,99,T69,D78,646,274
2/27/2016,79,T11,D67,537,763
2/27/2016,8,T26,D15,689,200
2/27/2016,164,T5,D16,440,204
2/27/2016,25,T61,D37,751,474
2/27/2016,59,T1,D99,591,268
2/27/2016,128,T14,D8,253,758
2/27/2016,54,T5,D39,340,498
2/27/2016,80,T86,D57,431,755
2/27/2016,129,T39,D69,708,576
2/27/2016,184,T13,D23,582,378
2/27/2016,56,T55,D18,218,319
2/27/2016,148,T29,D81,356,571
2/27/2016,134,T30,D94,678,703
2/27/2016,162,T77,D96,330,320
2/27/2016,141,T84,D96,674,592
2/27/2016,65,T36,D78,712,240
2/27/2016,55,T17,D22,244,731
2/27/2016,137,T84,D85,495,306
2/27/2016,25,T83,D86,520,233
2/27/2016,131,T55,D15,334,409
2/27/2016,6,T62,D13,763,757
2/27/2016,34,T58,D43,205,302
2/27/2016,117,T7,D78,489,669
2/27/2016,13,T59,D95,716,544
2/27/2016,149,T31,D67,780,573
2/27/2016,175,T7,D37,386,518
2/27/2016,139,T88,D41,688,423
2/27/2016,171,T94,D68,607,445
2/27/2016,186,T24,D36,368,640
2/27/2016,66,T7,D66,765,688
2/27/2016,193,T34,D7,331,519
2/27/2016,2,T74,D76,562,664
2/27/2016,121,T58,D45,310,706
2/27/2016,141,T95,D58,309,605
2/27/2016,164,T68,D97,202,231
2/27/2016,54,T30,D16,370,777
2/27/2016,136,T64,D23,228,621
2/27/2016,160,T73,D34,580,768
2/27/2016,24,T90,D69,298,663
2/27/2016,129,T53,D14,546,516
2/27/2016,78,T19,D24,279,532
2/27/2016,178,T14,D22,528,747
2/27/2016,146,T70,D45,420,719
2/27/2016,32,T8,D77,583,735
2/27/2016,74,T43,D19,638,209
2/27/2016,117,T3,D98,575,324
2/27/2016,76,T7,D12,623,452
2/27/2016,17,T83,D68,684,728
2/27/2016,162,T87,D96,602,719
2/27/2016,157,T8,D24,788,293
2/27/2016,54,T41,D53,753,513
2/27/2016,140,T70,D79,721,793
2/27/2016,63,T3,D18,351,629
2/27/2016,160,T22,D88,380,720
2/27/2016,49,T30,D79,495,709
2/27/2016,117,T17,D80,672,220
2/27/2016,19,T49,D28,339,241
2/27/2016,166,T72,D63,531,634
2/27/2016,196,T9,D52,271,562
2/27/2016,169,T59,D31,473,395
2/27/2016,183,T93,D99,447,370
2/27/2016,48,T86,D23,318,258
2/27/2016,93,T74,D4,735,268
2/27/2016,109,T64,D61,537,623
2/27/2016,91,T79,D23,231,758
2/27/2016,119,T66,D43,391,658
2/27/2016,84,T94,D79,502,222
2/27/2016,108,T35,D93,239,540
2/27/2016,76,T89,D88,771,454
2/27/2016,118,T99,D73,352,234
2/27/2016,109,T65,D69,373,550
2/27/2016,2,T40,D20,258,573
2/27/2016,110,T93,D98,275,431
2/27/2016,103,T23,D48,460,542
2/27/2016,128,T52,D72,659,618
2/27/2016,165,T20,D92,432,222
2/27/2016,120,T87,D52,262,286
2/27/2016,150,T10,D4,418,289
2/27/2016,76,T23,D45,541,733
2/27/2016,175,T38,D80,584,327
2/27/2016,199,T55,D56,558,713
2/27/2016,164,T21,D10,704,269
2/27/2016,1,T74,D32,229,561
2/27/2016,153,T86,D81,773,419
2/27/2016,115,T71,D37,204,709
2/27/2016,35,T43,D35,517,202
2/27/2016,105,T48,D38,354,537
2/27/2016,123,T80,D10,292,401
2/27/2016,35,T80,D50,459,253
2/27/2016,198,T90,D65,399,640
2/27/2016,148,T68,D89,274,780
2/27/2016,188,T23,D70,235,644
2/27/2016,186,T2,D69,212,284
2/27/2016,25,T49,D85,704,334
2/27/2016,80,T74,D68,318,268
2/27/2016,74,T48,D5,428,506
2/27/2016,65,T42,D93,592,488
2/27/2016,194,T14,D15,313,502
2/27/2016,136,T95,D81,663,785
2/26/2016,162,T39,D47,697,459
2/26/2016,88,T47,D48,268,631
2/26/2016,161,T96,D89,643,551
2/26/2016,162,T44,D2,747,285
2/26/2016,24,T50,D44,286,688
2/26/2016,187,T52,D41,370,665
2/26/2016,56,T26,D3,553,306
2/26/2016,7,T23,D76,689,429
2/26/2016,68,T18,D93,208,294
2/26/2016,158,T85,D1,598,685
2/26/2016,159,T41,D90,241,343
2/26/2016,140,T50,D36,447,283
2/26/2016,174,T52,D18,318,310
2/26/2016,91,T70,D82,222,394
2/26/2016,15,T54,D43,739,518
2/26/2016,82,T90,D34,344,423
2/26/2016,137,T11,D64,584,285
2/26/2016,164,T93,D4,687,755
2/26/2016,118,T42,D16,498,531
2/26/2016,27,T61,D51,220,557
2/26/2016,182,T22,D73,770,610
2/26/2016,143,T90,D24,370,518
2/26/2016,171,T6,D36,260,408
2/26/2016,177,T48,D58,695,497
2/26/2016,58,T64,D30,617,687
2/26/2016,125,T20,D43,352,766
2/26/2016,65,T9,D29,304,611
2/26/2016,85,T84,D17,549,634
2/26/2016,55,T52,D62,680,494
2/26/2016,159,T89,D44,499,407
2/26/2016,17,T19,D89,372,569
2/26/2016,129,T26,D76,740,205
2/26/2016,146,T64,D23,235,469
2/26/2016,148,T25,D86,492,342
2/26/2016,70,T64,D92,338,630
2/26/2016,194,T50,D22,252,800
2/26/2016,158,T7,D55,277,643
2/26/2016,41,T46,D50,783,452
2/26/2016,69,T61,D83,792,301
2/26/2016,101,T44,D14,787,655
2/26/2016,27,T54,D61,679,734
2/26/2016,188,T82,D21,492,399
2/26/2016,118,T31,D48,654,398
2/26/2016,115,T64,D69,783,698
2/26/2016,110,T52,D63,658,201
2/26/2016,53,T77,D32,592,599
2/26/2016,4,T34,D71,301,795
2/26/2016,36,T55,D40,268,538
2/26/2016,126,T63,D82,366,309
2/26/2016,183,T54,D63,274,388
2/26/2016,111,T43,D14,225,335
2/26/2016,137,T82,D98,441,387
2/26/2016,9,T60,D66,600,677
2/26/2016,92,T11,D54,493,398
2/26/2016,122,T90,D86,406,539
2/26/2016,78,T55,D73,463,603
2/26/2016,45,T65,D80,320,274
2/26/2016,44,T3,D78,556,630
2/26/2016,120,T97,D30,551,312
2/26/2016,56,T80,D49,635,693
2/26/2016,74,T58,D4,725,560
2/26/2016,58,T32,D97,531,205
2/26/2016,67,T19,D87,323,784
2/26/2016,189,T6,D54,330,207
2/26/2016,126,T86,D9,399,514
2/26/2016,125,T66,D24,266,395
2/26/2016,79,T54,D17,714,712
2/26/2016,79,T60,D80,763,271
2/26/2016,31,T4,D63,370,714
2/26/2016,58,T82,D50,239,428
2/26/2016,81,T2,D93,731,307
2/26/2016,171,T21,D90,451,242
2/26/2016,42,T2,D78,645,204
2/26/2016,113,T86,D67,401,518
2/26/2016,112,T82,D37,664,490
2/26/2016,192,T91,D32,610,478
2/26/2016,43,T70,D28,211,492
2/26/2016,143,T41,D49,230,543
2/26/2016,68,T23,D54,403,323
2/26/2016,150,T7,D71,325,378
2/26/2016,86,T90,D62,225,694
2/26/2016,82,T15,D62,652,757
2/26/2016,144,T86,D55,583,468
2/26/2016,69,T6,D83,574,758
2/26/2016,27,T1,D40,428,414
2/26/2016,112,T60,D89,470,375
2/26/2016,22,T78,D44,788,205
2/26/2016,60,T78,D100,433,502
2/26/2016,176,T64,D51,224,413
2/26/2016,14,T46,D99,529,540
2/26/2016,31,T39,D94,455,693
2/26/2016,196,T9,D22,655,637
2/26/2016,94,T3,D60,466,493
2/26/2016,49,T86,D36,599,644
2/26/2016,136,T65,D69,245,699
2/26/2016,62,T17,D74,333,212
2/26/2016,135,T69,D54,604,550
2/26/2016,119,T76,D61,217,316
2/26/2016,100,T28,D98,384,581
2/26/2016,115,T87,D38,221,664
2/26/2016,61,T22,D21,310,723
2/26/2016,184,T18,D92,504,679
2/26/2016,22,T35,D2,741,771
2/26/2016,132,T57,D44,480,211
2/26/2016,132,T50,D67,431,479
2/26/2016,95,T30,D63,605,275
2/26/2016,107,T52,D24,277,404
2/26/2016,121,T63,D98,251,599
2/26/2016,4,T7,D44,261,497
2/26/2016,6,T89,D33,516,472
2/26/2016,19,T33,D71,284,487
2/26/2016,26,T24,D89,270,214
2/26/2016,19,T18,D41,750,760
2/26/2016,85,T6,D45,227,276
2/25/2016,56,T21,D28,398,620
2/25/2016,98,T67,D47,797,794
2/25/2016,153,T33,D79,357,394
2/25/2016,98,T73,D22,386,742
2/25/2016,174,T42,D92,278,646
2/25/2016,24,T87,D37,698,339
2/25/2016,126,T20,D60,452,273
2/25/2016,170,T69,D96,579,767
2/25/2016,39,T94,D17,351,201
2/25/2016,183,T99,D32,398,517
2/25/2016,196,T40,D28,674,319
2/25/2016,106,T86,D3,530,611
2/25/2016,118,T59,D1,556,561
2/25/2016,57,T31,D31,677,647
2/25/2016,61,T29,D75,702,706
2/25/2016,128,T14,D36,798,438
2/25/2016,20,T16,D53,727,462
2/25/2016,125,T26,D40,420,613
2/25/2016,45,T17,D99,427,222
2/25/2016,25,T25,D6,345,511
2/25/2016,190,T2,D44,707,316
2/25/2016,151,T43,D30,710,715
2/25/2016,143,T73,D71,698,230
2/25/2016,33,T100,D79,469,525
2/25/2016,105,T82,D30,506,655
2/25/2016,13,T10,D72,270,644
2/25/2016,82,T55,D6,743,661
2/25/2016,69,T74,D57,649,291
2/25/2016,197,T13,D99,599,334
2/25/2016,157,T45,D15,740,714
2/25/2016,36,T36,D89,300,696
2/25/2016,116,T34,D51,756,204
2/25/2016,155,T48,D72,721,265
2/25/2016,173,T46,D21,307,292
2/25/2016,88,T96,D4,319,334
2/25/2016,106,T23,D49,528,794
2/25/2016,159,T1,D82,475,737
2/25/2016,99,T2,D2,678,445
2/25/2016,50,T58,D4,704,286
2/25/2016,178,T43,D55,642,701
2/25/2016,33,T39,D96,438,644
2/25/2016,142,T50,D40,581,601
2/25/2016,150,T86,D85,542,426
2/25/2016,102,T33,D2,604,476
2/25/2016,119,T18,D6,568,294
2/25/2016,67,T28,D20,472,316
2/25/2016,19,T6,D79,573,230
2/25/2016,48,T67,D94,530,223
2/25/2016,116,T54,D56,295,628
2/25/2016,98,T13,D53,235,587
2/25/2016,142,T95,D18,595,306
2/25/2016,158,T40,D79,407,703
2/25/2016,144,T72,D50,777,521
2/25/2016,8,T40,D80,674,694
2/25/2016,35,T100,D36,775,785
2/25/2016,153,T15,D57,585,618
2/25/2016,86,T17,D86,697,483
2/25/2016,45,T14,D14,311,403
2/25/2016,192,T64,D91,543,356
2/25/2016,120,T66,D69,669,461
2/25/2016,121,T69,D80,510,697
2/25/2016,139,T82,D13,784,524
2/25/2016,42,T18,D8,714,774
2/25/2016,37,T34,D48,524,588
2/25/2016,59,T69,D24,480,708
2/25/2016,60,T75,D100,586,641
2/25/2016,155,T17,D24,255,230
2/25/2016,163,T19,D69,351,409
2/25/2016,114,T29,D15,598,272
2/25/2016,111,T86,D68,221,227
2/25/2016,181,T21,D26,796,716
2/25/2016,71,T36,D60,389,680
2/25/2016,72,T27,D27,597,708
2/25/2016,26,T53,D59,664,482
2/25/2016,132,T21,D89,603,587
2/25/2016,179,T13,D59,537,704
2/25/2016,36,T84,D77,598,376
2/25/2016,173,T56,D7,501,336
2/25/2016,37,T54,D14,650,476
2/25/2016,178,T32,D18,779,798
2/25/2016,53,T97,D95,346,368
2/25/2016,143,T83,D52,239,456
2/25/2016,30,T9,D79,411,315
2/25/2016,160,T20,D71,741,448
2/25/2016,157,T60,D38,433,593
2/25/2016,123,T85,D32,603,774
2/25/2016,126,T1,D23,547,780
2/25/2016,43,T10,D14,212,580
2/25/2016,112,T37,D8,250,643
2/25/2016,27,T66,D47,232,428
2/25/2016,158,T68,D38,561,783
2/25/2016,39,T69,D29,553,613
2/25/2016,88,T93,D40,488,735
2/25/2016,27,T69,D65,555,666
2/25/2016,181,T99,D76,750,254
2/25/2016,56,T73,D13,598,618
2/25/2016,121,T4,D46,202,638
2/25/2016,104,T81,D52,697,546
2/25/2016,118,T64,D76,376,379
2/25/2016,21,T96,D22,531,420
2/25/2016,180,T91,D27,575,309
2/25/2016,59,T61,D16,237,409
2/25/2016,199,T22,D2,462,359
2/25/2016,158,T18,D58,716,753
2/25/2016,106,T14,D21,222,265
2/25/2016,33,T80,D23,747,756
2/25/2016,9,T17,D80,411,317
2/25/2016,118,T87,D26,605,639
2/25/2016,182,T81,D35,546,408
2/25/2016,53,T60,D80,478,534
2/25/2016,18,T30,D60,764,559
2/25/2016,173,T17,D83,522,665
2/25/2016,27,T47,D72,479,671
2/25/2016,71,T68,D45,400,567
2/25/2016,126,T49,D70,548,370
2/25/2016,84,T12,D65,371,486
2/25/2016,3,T98,D79,252,475
2/25/2016,81,T75,D96,276,468
2/25/2016,151,T24,D74,463,233
2/25/2016,73,T86,D8,424,755
2/25/2016,88,T68,D17,494,683
2/25/2016,185,T29,D37,280,399
2/25/2016,175,T79,D30,515,307
2/25/2016,28,T28,D36,508,634
2/25/2016,11,T83,D8,398,570
2/25/2016,37,T75,D35,591,405
2/24/2016,12,T57,D18,286,638
2/24/2016,46,T99,D87,568,325
2/24/2016,106,T39,D85,219,300
2/24/2016,88,T10,D54,358,599
2/24/2016,153,T76,D54,599,370
2/24/2016,49,T32,D93,441,725
2/24/2016,122,T53,D41,213,387
2/24/2016,136,T9,D94,336,414
2/24/2016,60,T59,D95,470,232
2/24/2016,55,T25,D7,552,499
2/24/2016,68,T6,D53,355,575
2/24/2016,71,T17,D40,436,247
2/24/2016,14,T12,D29,380,473
2/24/2016,101,T93,D25,699,212
2/24/2016,66,T26,D77,455,779
2/24/2016,138,T4,D97,529,475
2/24/2016,99,T88,D80,656,714
2/24/2016,127,T2,D16,395,627
2/24/2016,63,T81,D1,419,515
2/24/2016,75,T42,D14,770,696
2/24/2016,31,T95,D40,447,475
2/24/2016,143,T36,D90,317,227
2/24/2016,5,T83,D25,611,290
2/24/2016,35,T37,D45,786,630
2/24/2016,102,T11,D33,504,239
2/24/2016,109,T9,D3,750,407
2/24/2016,178,T15,D32,768,618
2/24/2016,72,T74,D35,606,745
2/24/2016,197,T74,D82,716,245
2/24/2016,36,T66,D89,294,667
2/24/2016,166,T5,D77,622,208
2/24/2016,57,T40,D34,400,443
2/24/2016,158,T79,D62,657,205
2/24/2016,165,T47,D61,503,642
2/24/2016,193,T14,D9,373,253
2/24/2016,152,T8,D100,295,494
2/24/2016,20,T33,D63,676,757
2/24/2016,125,T34,D61,520,587
2/24/2016,41,T82,D31,526,707
2/24/2016,199,T12,D97,254,532
2/24/2016,158,T16,D71,401,658
2/24/2016,104,T97,D69,549,381
2/24/2016,171,T93,D72,257,629
2/24/2016,18,T30,D83,368,322
2/24/2016,49,T20,D95,713,652
2/24/2016,132,T48,D73,781,248
2/24/2016,190,T63,D92,793,227
2/24/2016,152,T73,D75,577,547
2/24/2016,40,T55,D92,727,284
2/24/2016,135,T46,D69,468,241
2/24/2016,115,T71,D33,502,638
2/24/2016,100,T86,D36,437,533
2/24/2016,95,T28,D47,412,787
2/24/2016,81,T80,D65,723,659
2/24/2016,105,T58,D68,272,259
2/24/2016,137,T62,D45,228,669
2/24/2016,80,T36,D90,782,679
2/24/2016,80,T78,D66,485,359
2/24/2016,92,T14,D79,719,234
2/24/2016,47,T59,D47,214,321
2/24/2016,37,T60,D65,726,454
2/24/2016,54,T81,D69,621,211
2/24/2016,122,T38,D99,725,574
2/24/2016,136,T37,D87,748,376
2/24/2016,140,T98,D94,323,450
2/24/2016,108,T12,D58,402,250
2/24/2016,153,T48,D81,384,214
2/24/2016,63,T14,D50,205,612
2/24/2016,78,T36,D31,699,377
2/24/2016,182,T50,D67,392,783
2/24/2016,186,T50,D92,269,287
2/24/2016,171,T82,D8,391,277
2/24/2016,105,T45,D88,526,553
2/24/2016,16,T12,D8,491,362
2/24/2016,104,T56,D20,521,605
2/24/2016,105,T28,D100,596,371
2/24/2016,195,T20,D58,665,567
2/24/2016,11,T86,D18,300,445
2/24/2016,75,T37,D96,799,689
2/24/2016,17,T13,D92,250,638
2/24/2016,44,T56,D15,328,311
2/24/2016,65,T2,D9,474,781
2/24/2016,193,T55,D56,722,333
2/24/2016,84,T62,D29,487,646
2/24/2016,107,T70,D16,773,374
2/24/2016,135,T86,D26,338,761
2/24/2016,173,T10,D57,777,745
2/24/2016,174,T32,D67,679,502
2/24/2016,65,T54,D15,431,235
2/24/2016,108,T3,D85,280,661
2/24/2016,27,T26,D9,321,492
2/23/2016,61,T23,D33,675,704
2/23/2016,96,T99,D35,354,694
2/23/2016,26,T90,D51,786,288
2/23/2016,174,T51,D98,282,586
2/23/2016,67,T64,D90,342,210
2/23/2016,117,T44,D97,588,676
2/23/2016,153,T76,D35,428,453
2/23/2016,42,T12,D10,607,209
2/23/2016,160,T60,D29,625,790
2/23/2016,166,T68,D11,339,637
2/23/2016,84,T82,D53,200,626
2/23/2016,11,T24,D57,653,310
2/23/2016,108,T82,D50,349,487
2/23/2016,139,T70,D49,785,404
2/23/2016,146,T46,D24,613,403
2/23/2016,60,T11,D67,335,719
2/23/2016,28,T47,D91,600,579
2/23/2016,104,T1,D46,274,728
2/23/2016,190,T12,D8,320,270
2/23/2016,172,T59,D88,356,265
2/23/2016,8,T56,D65,541,659
2/23/2016,8,T98,D39,481,324
2/23/2016,10,T19,D82,408,598
2/23/2016,46,T9,D38,480,326
2/23/2016,181,T58,D20,799,754
2/23/2016,56,T80,D28,565,239
2/23/2016,166,T79,D44,593,757
2/23/2016,196,T18,D30,770,571
2/23/2016,87,T67,D79,485,713
2/23/2016,45,T37,D8,649,521
2/23/2016,95,T98,D43,393,641
2/23/2016,8,T30,D81,786,529
2/23/2016,88,T19,D41,705,355
2/23/2016,106,T24,D92,293,318
2/23/2016,164,T35,D50,404,311
2/23/2016,111,T67,D14,391,205
2/23/2016,35,T6,D21,753,791
2/23/2016,145,T41,D51,718,222
2/23/2016,151,T95,D31,344,528
2/23/2016,117,T41,D82,218,252
2/23/2016,31,T72,D30,627,588
2/23/2016,179,T40,D62,652,571
2/23/2016,152,T14,D19,792,733
2/23/2016,55,T39,D52,691,273
2/23/2016,168,T62,D96,747,660
2/23/2016,31,T62,D44,514,461
2/23/2016,79,T47,D11,236,548
2/23/2016,102,T22,D49,445,501
2/23/2016,108,T38,D14,563,677
2/23/2016,82,T39,D13,279,669
2/23/2016,33,T31,D76,328,423
2/23/2016,114,T29,D31,522,445
2/23/2016,86,T30,D17,397,306
2/23/2016,67,T11,D93,347,338
2/23/2016,87,T19,D68,542,715
2/23/2016,165,T57,D98,775,220
2/23/2016,34,T32,D65,755,429
2/23/2016,131,T46,D18,279,701
2/23/2016,117,T53,D51,575,384
2/23/2016,101,T99,D71,644,216
2/23/2016,79,T59,D15,226,619
2/23/2016,169,T95,D23,377,685
2/23/2016,6,T87,D28,498,782
